timestamp,Infrared to Red Signal Ratio
01/22/19 00:12:02,0
01/22/19 00:13:02,0
01/22/19 00:14:02,0
01/22/19 00:21:31,0
01/22/19 00:22:31,0
01/22/19 00:23:31,0
01/22/19 00:24:31,0
01/22/19 00:25:31,0
01/22/19 00:26:31,0
01/22/19 00:27:31,0
01/22/19 00:28:31,0
01/22/19 00:29:31,0
01/22/19 00:30:31,0
01/22/19 00:31:31,0
01/22/19 00:32:32,0
01/22/19 00:33:32,0
01/22/19 00:34:32,0
01/22/19 00:35:32,0
01/22/19 00:36:32,0
01/22/19 00:37:32,0
01/22/19 00:38:32,0
01/22/19 00:39:32,0
01/22/19 00:40:32,0
01/22/19 00:41:32,0
01/22/19 00:42:32,0
01/22/19 00:43:32,0
01/22/19 00:44:32,0
01/22/19 00:45:32,0
01/22/19 00:46:32,0
01/22/19 00:47:32,0
01/22/19 00:48:32,0
01/22/19 00:49:33,0
01/22/19 00:50:33,0
01/22/19 00:51:33,0
01/22/19 00:52:33,0
01/22/19 00:53:33,0
01/22/19 00:54:33,0
01/22/19 00:55:33,0
01/22/19 00:56:33,0
01/22/19 00:57:33,0
01/22/19 00:58:33,0
01/22/19 00:59:33,0
01/22/19 01:00:33,0
01/22/19 01:01:33,0
01/22/19 01:02:33,0
01/22/19 01:03:33,0
01/22/19 01:04:33,0
01/22/19 01:05:33,0
01/22/19 01:06:34,0
01/22/19 01:07:34,0
01/22/19 01:08:34,0
01/22/19 01:09:34,0
01/22/19 01:10:34,0
01/22/19 01:11:34,0
01/22/19 01:12:34,0
01/22/19 01:13:34,0
01/22/19 01:14:34,0
01/22/19 01:15:34,0
01/22/19 01:16:34,0
01/22/19 01:17:34,0
01/22/19 01:18:34,0
01/22/19 01:19:34,0
01/22/19 01:20:34,0
01/22/19 01:21:34,0
01/22/19 01:22:34,0
01/22/19 01:23:35,0
01/22/19 01:24:35,0
01/22/19 01:25:35,0
01/22/19 01:26:35,0
01/22/19 01:27:35,0
01/22/19 01:28:35,0
01/22/19 01:29:35,0
01/22/19 01:30:35,0
01/22/19 01:31:35,0
01/22/19 01:32:35,0
01/22/19 01:33:35,0
01/22/19 01:34:35,0
01/22/19 01:35:35,0
01/22/19 01:36:35,0
01/22/19 01:37:35,0
01/22/19 01:38:35,0
01/22/19 01:39:35,0
01/22/19 01:40:36,0
01/22/19 01:41:36,0
01/22/19 01:42:36,0
01/22/19 01:43:36,0
01/22/19 01:44:36,0
01/22/19 01:45:36,0
01/22/19 01:46:36,0
01/22/19 01:47:36,0
01/22/19 01:48:36,0
01/22/19 01:49:36,0
01/22/19 01:50:36,0
01/22/19 01:51:36,0
01/22/19 01:52:36,0
01/22/19 01:53:36,0
01/22/19 01:54:36,0
01/22/19 01:55:36,0
01/22/19 01:56:36,0
01/22/19 01:57:37,0
01/22/19 01:58:37,0
01/22/19 01:59:37,0
01/22/19 02:00:37,0
01/22/19 02:01:37,0
01/22/19 02:02:37,0
01/22/19 02:03:37,0
01/22/19 02:04:37,0
01/22/19 02:05:37,0
01/22/19 02:06:37,0
01/22/19 02:07:37,0
01/22/19 02:08:37,0
01/22/19 02:09:37,0
01/22/19 02:10:37,0
01/22/19 02:11:37,0
01/22/19 02:12:37,0
01/22/19 02:13:38,0
01/22/19 02:14:39,0
01/22/19 02:15:39,0
01/22/19 02:16:39,0
01/22/19 02:17:39,0
01/22/19 02:18:39,0
01/22/19 02:19:39,0
01/22/19 02:20:39,0
01/22/19 02:21:39,0
01/22/19 02:22:39,0
01/22/19 02:23:39,0
01/22/19 02:24:39,0
01/22/19 02:25:39,0
01/22/19 02:26:39,0
01/22/19 02:27:39,0
01/22/19 02:28:39,0
01/22/19 02:29:39,0
01/22/19 02:30:39,0
01/22/19 02:31:40,0
01/22/19 02:32:40,0
01/22/19 02:33:40,0
01/22/19 02:34:40,0
01/22/19 02:35:40,0
01/22/19 02:36:40,0
01/22/19 02:37:40,0
01/22/19 02:38:40,0
01/22/19 02:39:40,0
01/22/19 02:40:40,0
01/22/19 02:41:40,0
01/22/19 02:42:40,0
01/22/19 02:43:40,0
01/22/19 02:44:40,0
01/22/19 02:45:40,0
01/22/19 02:46:40,0
01/22/19 02:47:40,0
01/22/19 02:48:41,0
01/22/19 02:49:41,0
01/22/19 02:50:41,0
01/22/19 02:51:41,0
01/22/19 02:52:41,0
01/22/19 02:53:41,0
01/22/19 02:54:41,0
01/22/19 02:55:41,0
01/22/19 02:56:41,0
01/22/19 02:57:41,0
01/22/19 02:58:41,0
01/22/19 02:59:41,0
01/22/19 03:00:41,0
01/22/19 03:01:41,0
01/22/19 03:02:41,0
01/22/19 03:03:41,0
01/22/19 03:04:41,0
01/22/19 03:05:42,0
01/22/19 03:06:42,0
01/22/19 03:07:42,0
01/22/19 03:08:42,0
01/22/19 03:09:42,0
01/22/19 03:10:42,0
01/22/19 03:11:42,0
01/22/19 03:12:42,0
01/22/19 03:13:42,0
01/22/19 03:14:42,0
01/22/19 03:15:42,0
01/22/19 03:16:42,0
01/22/19 03:17:42,0
01/22/19 03:18:42,0
01/22/19 03:19:42,0
01/22/19 03:20:42,0
01/22/19 03:21:42,0
