timestamp,Infrared to Red Signal Ratio
11/18/18 03:27:01,0
11/18/18 03:28:01,0
11/18/18 03:29:01,0
11/18/18 03:30:02,0
11/18/18 03:31:02,0
11/18/18 03:32:02,0
11/18/18 03:33:02,0
11/18/18 03:34:03,0
11/18/18 03:35:03,0
11/18/18 03:36:03,0
11/18/18 03:37:03,0
11/18/18 03:38:03,0
11/18/18 03:39:03,0
11/18/18 03:40:03,0
11/18/18 03:41:03,0
11/18/18 03:42:03,0
11/18/18 03:43:03,0
11/18/18 03:44:03,0
11/18/18 03:45:03,0
11/18/18 03:46:03,0
11/18/18 03:47:04,0
11/18/18 03:48:04,0
11/18/18 03:49:04,0
11/18/18 03:50:04,0
11/18/18 03:51:04,0
11/18/18 03:52:04,0
11/18/18 03:53:04,0
11/18/18 03:54:04,0
11/18/18 03:55:04,0
11/18/18 03:56:04,0
11/18/18 03:57:04,0
11/18/18 03:58:04,0
11/18/18 03:59:04,0
11/18/18 04:00:04,0
11/18/18 04:01:04,0
11/18/18 04:02:04,0
11/18/18 04:03:04,0
11/18/18 04:04:05,0
11/18/18 04:05:05,0
11/18/18 04:06:05,0
11/18/18 04:07:05,0
11/18/18 04:08:05,0
11/18/18 04:09:05,0
11/18/18 04:10:05,0
11/18/18 04:11:05,0
11/18/18 04:12:05,0
11/18/18 04:13:05,0
11/18/18 04:14:05,0
11/18/18 04:15:05,0
11/18/18 04:16:05,0
11/18/18 04:17:05,0
11/18/18 04:18:05,0
11/18/18 04:19:05,0
11/18/18 04:20:05,0
11/18/18 04:21:05,0
11/18/18 04:22:06,0
11/18/18 04:23:06,0
11/18/18 04:24:06,0
11/18/18 04:25:06,0
11/18/18 04:26:06,0
11/18/18 04:27:06,0
11/18/18 04:28:06,0
11/18/18 04:29:06,0
11/18/18 04:30:06,0
11/18/18 04:31:06,0
11/18/18 04:32:06,0
11/18/18 04:33:06,0
11/18/18 04:34:06,0
11/18/18 04:35:06,0
11/18/18 04:36:06,0
11/18/18 04:37:06,0
11/18/18 04:38:06,0
11/18/18 04:39:07,0
11/18/18 04:40:07,0
11/18/18 04:41:07,0
11/18/18 04:42:07,0
11/18/18 04:43:07,0
11/18/18 04:44:07,0
11/18/18 04:45:07,0
11/18/18 04:46:07,0
11/18/18 04:47:07,0
11/18/18 04:48:07,0
11/18/18 04:49:07,0
11/18/18 04:50:07,0
11/18/18 04:51:07,0
11/18/18 04:52:07,0
11/18/18 04:53:07,0
11/18/18 04:54:07,0
11/18/18 04:55:07,0
11/18/18 04:56:08,0
11/18/18 04:57:08,0
11/18/18 04:58:08,0
11/18/18 04:59:08,0
11/18/18 05:00:08,0
11/18/18 05:01:08,0
11/18/18 05:02:08,0
11/18/18 05:03:08,0
11/18/18 05:04:08,0
11/18/18 05:05:08,0
11/18/18 05:06:08,0
11/18/18 05:07:08,0
11/18/18 05:08:08,0
11/18/18 05:09:08,0
11/18/18 05:10:08,0
11/18/18 05:11:08,0
11/18/18 05:12:08,0
11/18/18 05:13:09,0
11/18/18 05:14:09,0
11/18/18 05:15:09,0
11/18/18 05:16:09,0
11/18/18 05:17:09,0
11/18/18 05:18:09,0
11/18/18 05:19:09,0
11/18/18 05:20:09,0
11/18/18 05:21:09,0
11/18/18 05:22:09,0
11/18/18 05:23:09,0
11/18/18 05:24:09,0
11/18/18 05:25:09,0
11/18/18 05:26:09,0
11/18/18 05:27:09,0
11/18/18 05:28:09,0
11/18/18 05:29:09,0
11/18/18 05:30:10,0
11/18/18 05:31:10,0
11/18/18 05:32:10,0
11/18/18 05:33:10,0
11/18/18 05:34:10,0
11/18/18 05:35:10,0
11/18/18 05:36:10,0
11/18/18 05:37:11,0
11/18/18 05:38:11,0
11/18/18 05:39:11,0
11/18/18 05:40:11,0
11/18/18 05:41:11,0
11/18/18 05:42:11,0
11/18/18 05:43:11,0
11/18/18 05:44:11,0
11/18/18 05:45:11,0
11/18/18 05:46:11,0
11/18/18 05:47:12,0
11/18/18 05:48:12,0
11/18/18 05:49:12,0
11/18/18 05:50:12,0
11/18/18 05:51:12,0
11/18/18 05:52:12,0
11/18/18 05:53:12,0
11/18/18 05:54:12,0
11/18/18 05:55:12,0
11/18/18 05:56:12,0
11/18/18 05:57:12,0
11/18/18 05:58:12,0
11/18/18 05:59:12,0
11/18/18 06:00:12,0
11/18/18 06:01:12,0
11/18/18 06:02:12,0
11/18/18 06:03:12,0
11/18/18 06:04:13,0
11/18/18 06:05:13,0
11/18/18 06:06:14,0
11/18/18 06:07:14,0
11/18/18 06:08:14,0
11/18/18 06:09:14,0
11/18/18 06:10:14,0
11/18/18 06:11:14,0
11/18/18 06:12:14,0
11/18/18 06:13:14,0
11/18/18 06:14:14,0
11/18/18 06:15:14,0
11/18/18 06:16:14,0
11/18/18 06:17:14,0
11/18/18 06:18:14,0
11/18/18 06:19:14,0
11/18/18 06:20:14,0
11/18/18 06:21:15,0
11/18/18 06:22:15,0
11/18/18 06:23:15,0
11/18/18 06:24:15,0
11/18/18 06:25:15,0
11/18/18 06:26:16,0
11/18/18 06:27:16,0
11/18/18 06:28:16,0
11/18/18 06:29:16,0
11/18/18 06:30:16,0
11/18/18 06:31:16,0
11/18/18 06:32:16,0
11/18/18 06:33:16,0
11/18/18 06:34:16,0
11/18/18 06:35:16,0
11/18/18 06:36:16,0
11/18/18 06:37:16,0
11/18/18 06:38:17,0
11/18/18 06:39:17,0
11/18/18 06:40:17,0
11/18/18 06:41:17,0
11/18/18 06:42:17,0
11/18/18 06:43:17,0
11/18/18 06:44:17,0
