timestamp,Infrared to Red Signal Ratio
07/03/18 02:14:01,0
07/03/18 02:15:01,0
07/03/18 02:25:31,0
07/03/18 02:26:32,0
07/03/18 02:27:32,0
07/03/18 02:28:33,0
07/03/18 02:29:33,0
07/03/18 02:30:33,0
07/03/18 02:31:33,0
07/03/18 02:32:33,0
07/03/18 02:33:33,0
07/03/18 02:34:33,0
07/03/18 02:35:33,0
07/03/18 02:36:33,0
07/03/18 02:37:33,0
07/03/18 02:38:33,0
07/03/18 02:39:33,0
07/03/18 02:40:33,0
07/03/18 02:41:33,0
07/03/18 02:42:33,0
07/03/18 02:43:33,0
07/03/18 02:44:33,0
07/03/18 02:45:34,0
07/03/18 02:46:34,0
07/03/18 02:47:34,0
07/03/18 02:48:34,0
07/03/18 02:49:34,0
07/03/18 02:50:34,0
07/03/18 02:51:34,0
07/03/18 02:52:34,0
07/03/18 02:53:34,0
07/03/18 02:54:34,0
07/03/18 02:55:34,0
07/03/18 02:56:35,0
07/03/18 02:57:35,0
07/03/18 02:58:35,0
07/03/18 02:59:35,0
07/03/18 03:00:35,0
07/03/18 03:01:35,0
07/03/18 03:02:36,0
07/03/18 03:03:36,0
07/03/18 03:04:36,0
07/03/18 03:05:36,0
07/03/18 03:06:36,0
07/03/18 03:07:36,0
07/03/18 03:08:36,0
07/03/18 03:09:36,0
07/03/18 03:10:36,0
07/03/18 03:11:36,0
07/03/18 03:12:36,0
07/03/18 03:13:36,0
07/03/18 03:14:36,0
07/03/18 03:15:36,0
07/03/18 03:16:36,0
07/03/18 03:17:36,0
07/03/18 03:18:36,0
07/03/18 03:19:37,0
07/03/18 03:20:37,0
07/03/18 03:21:37,0
07/03/18 03:22:37,0
07/03/18 03:23:37,0
07/03/18 03:24:37,0
07/03/18 03:25:37,0
07/03/18 03:26:37,0
07/03/18 03:27:37,0
07/03/18 03:28:37,0
07/03/18 03:29:37,0
07/03/18 03:30:37,0
07/03/18 03:31:37,0
07/03/18 03:32:37,0
07/03/18 03:33:37,0
07/03/18 03:34:37,0
07/03/18 03:35:37,0
07/03/18 03:36:38,0
07/03/18 03:37:38,0
07/03/18 03:38:38,0
07/03/18 03:39:38,0
07/03/18 03:40:38,0
07/03/18 03:41:38,0
07/03/18 03:42:38,0
07/03/18 03:43:38,0
07/03/18 03:44:38,0
07/03/18 03:45:38,0
07/03/18 03:46:38,0
