timestamp,Infrared to Red Signal Ratio
05/23/19 00:00:06,-1
05/23/19 00:01:06,0
05/23/19 00:02:06,0
05/23/19 00:03:06,-3
05/23/19 00:04:06,-7
05/23/19 00:05:06,1
05/23/19 00:06:06,-7
05/23/19 00:07:06,0
05/23/19 00:08:06,-1
05/23/19 00:09:06,-5
05/23/19 00:10:06,1
05/23/19 00:11:06,0
05/23/19 00:12:06,6
05/23/19 00:13:06,0
05/23/19 00:14:06,-2
05/23/19 00:15:06,6
05/23/19 00:16:06,-1
05/23/19 00:17:07,-2
05/23/19 00:18:07,1
05/23/19 00:19:07,-1
05/23/19 00:20:07,-1
05/23/19 00:21:07,11
05/23/19 00:22:07,0
05/23/19 00:23:07,2
05/23/19 00:24:07,0
05/23/19 00:25:08,-13
05/23/19 00:26:09,0
05/23/19 00:27:09,-4
05/23/19 00:28:09,0
05/23/19 00:29:09,-5
05/23/19 00:30:09,2
05/23/19 00:31:09,0
05/23/19 00:32:09,4
05/23/19 00:33:09,-1
05/23/19 00:34:09,1
05/23/19 00:35:10,0
05/23/19 00:36:10,0
05/23/19 00:37:10,0
05/23/19 00:38:10,0
05/23/19 00:39:10,1
05/23/19 00:40:10,1
05/23/19 00:41:10,7
05/23/19 00:42:10,0
05/23/19 00:43:10,19
05/23/19 00:44:10,0
05/23/19 00:45:10,6
05/23/19 00:46:10,5
05/23/19 00:47:10,0
05/23/19 00:48:10,1
05/23/19 00:49:10,0
05/23/19 00:50:10,-1
05/23/19 00:51:10,-1
05/23/19 00:52:11,-10
05/23/19 00:53:11,-1
05/23/19 00:54:11,-1
05/23/19 00:55:11,-3
05/23/19 00:56:11,-9
05/23/19 00:57:11,-3
05/23/19 00:58:11,-4
05/23/19 00:59:11,-1
05/23/19 01:00:11,0
05/23/19 01:01:11,-6
05/23/19 01:02:11,-1
05/23/19 01:03:11,0
05/23/19 01:04:11,0
05/23/19 01:05:11,0
05/23/19 01:06:11,-1
05/23/19 01:07:11,-5
05/23/19 01:08:11,0
05/23/19 01:09:12,5
05/23/19 01:10:12,0
05/23/19 01:11:12,14
05/23/19 01:12:12,-1
05/23/19 01:13:12,4
05/23/19 01:14:12,-16
05/23/19 01:15:12,9
05/23/19 01:16:12,8
05/23/19 01:17:12,-1
05/23/19 01:18:12,-1
05/23/19 01:19:12,1
05/23/19 01:20:12,0
05/23/19 01:21:12,2
05/23/19 01:22:12,0
05/23/19 01:23:12,-2
05/23/19 01:24:12,-3
05/23/19 01:25:12,-2
05/23/19 01:26:13,0
05/23/19 01:27:13,13
05/23/19 01:28:13,-4
05/23/19 01:29:13,0
05/23/19 01:30:13,3
05/23/19 01:31:13,-1
05/23/19 01:32:13,-3
05/23/19 01:33:13,4
05/23/19 01:34:13,1
05/23/19 01:35:13,4
05/23/19 01:36:13,3
05/23/19 01:37:13,0
05/23/19 01:38:13,0
05/23/19 01:39:13,3
05/23/19 01:40:13,2
05/23/19 01:41:13,-1
05/23/19 01:42:13,-15
05/23/19 01:43:14,-5
05/23/19 01:44:14,-5
05/23/19 01:45:14,2
05/23/19 01:46:14,-2
05/23/19 01:47:14,-37
05/23/19 01:48:15,-9
05/23/19 01:49:15,-2
05/23/19 01:50:15,-3
05/23/19 01:51:15,-2
05/23/19 01:52:15,1
05/23/19 01:53:15,0
05/23/19 01:54:15,-3
05/23/19 01:55:15,0
05/23/19 01:56:15,2
05/23/19 01:57:15,7
05/23/19 01:58:15,0
05/23/19 01:59:15,-11
05/23/19 02:00:16,-17
05/23/19 02:01:16,5
05/23/19 02:02:16,8
05/23/19 02:03:16,-1
05/23/19 02:04:16,6
05/23/19 02:05:16,30
05/23/19 02:06:16,-1
05/23/19 02:07:16,0
05/23/19 02:08:16,-1
05/23/19 02:09:16,-1
05/23/19 02:10:16,2
05/23/19 02:11:16,6
