timestamp,Infrared to Red Signal Ratio
04/05/20 00:24:32,11
04/05/20 00:25:32,2
04/05/20 00:26:32,0
04/05/20 00:27:32,3
04/05/20 00:28:32,0
04/05/20 00:29:32,-2
04/05/20 00:30:32,-1
04/05/20 00:31:32,-4
04/05/20 00:32:32,-2
04/05/20 00:33:32,3
04/05/20 00:34:32,-2
04/05/20 00:35:32,-3
04/05/20 00:36:32,-1
04/05/20 00:37:32,-5
04/05/20 00:38:32,0
04/05/20 00:39:33,-1
04/05/20 00:40:33,-23
04/05/20 00:41:33,0
04/05/20 00:42:33,-2
04/05/20 01:28:31,-3
04/05/20 01:29:31,-3
04/05/20 01:30:31,-11
04/05/20 01:31:31,-1
04/05/20 01:32:32,-4
04/05/20 01:33:32,-13
04/05/20 01:34:32,15
04/05/20 01:35:32,5
04/05/20 01:36:32,-13
04/05/20 01:37:32,-33
04/05/20 01:38:32,-8
04/05/20 01:39:32,-1
04/05/20 01:40:32,-2
04/05/20 01:41:32,0
04/05/20 01:42:32,-2
04/05/20 01:43:32,-3
04/05/20 01:44:32,-1
04/05/20 01:45:32,0
04/05/20 01:46:32,-1
04/05/20 01:47:32,0
04/05/20 01:48:32,-3
04/05/20 01:49:33,1
04/05/20 01:50:33,-1
04/05/20 01:51:33,-2
04/05/20 01:52:33,-3
04/05/20 01:53:33,-1
04/05/20 01:54:33,-4
04/05/20 01:55:33,0
04/05/20 01:56:33,-1
04/05/20 01:57:33,3
04/05/20 01:58:33,0
04/05/20 01:59:33,-3
04/05/20 02:00:33,-3
04/05/20 02:01:33,-1
04/05/20 02:02:33,-3
04/05/20 02:03:33,1
04/05/20 02:04:33,0
04/05/20 02:05:34,-1
04/05/20 02:06:34,0
04/05/20 02:07:34,0
04/05/20 02:08:34,1
04/05/20 02:09:34,0
04/05/20 02:10:34,0
04/05/20 02:11:34,5
04/05/20 02:12:34,0
04/05/20 02:13:34,-2
04/05/20 02:14:34,-1
04/05/20 02:15:34,-55
04/05/20 02:16:34,-27
04/05/20 02:17:34,68
04/05/20 02:18:34,-28
04/05/20 02:19:34,0
04/05/20 02:20:34,45
04/05/20 02:21:34,42
04/05/20 02:22:34,10
04/05/20 02:23:34,-9
04/05/20 02:24:35,-64
04/05/20 02:25:35,4
04/05/20 02:26:35,1
04/05/20 02:27:35,20
04/05/20 02:28:35,19
04/05/20 02:29:35,1
04/05/20 02:30:35,-22
04/05/20 02:31:35,13
04/05/20 02:32:35,8
04/05/20 02:33:35,6
04/05/20 02:34:35,7
04/05/20 02:35:35,3
04/05/20 02:36:35,-7
04/05/20 02:37:35,-4
04/05/20 02:38:35,-1
04/05/20 02:39:35,-1
04/05/20 02:40:36,0
04/05/20 02:41:36,-5
04/05/20 02:42:36,-11
04/05/20 02:43:36,0
04/05/20 02:44:36,13
04/05/20 02:45:36,28
04/05/20 02:46:36,2
04/05/20 02:47:36,-3
04/05/20 02:48:36,-1
04/05/20 02:49:36,5
04/05/20 02:50:36,0
04/05/20 02:51:36,0
04/05/20 02:52:36,17
04/05/20 02:53:36,-3
04/05/20 02:54:36,6
04/05/20 02:55:36,14
04/05/20 02:56:36,1
04/05/20 02:57:37,8
04/05/20 02:58:37,-6
04/05/20 02:59:37,-1
04/05/20 03:00:37,-1
04/05/20 03:01:37,7
04/05/20 03:02:37,0
04/05/20 03:03:37,33
04/05/20 03:04:37,0
04/05/20 03:05:37,-1
04/05/20 03:06:37,23
04/05/20 03:07:37,1
04/05/20 03:08:37,-6
04/05/20 03:09:37,0
04/05/20 03:10:37,3
04/05/20 03:11:37,-1
04/05/20 03:12:37,15
04/05/20 03:13:37,2
04/05/20 03:14:37,0
04/05/20 03:15:38,-35
04/05/20 03:16:38,7
04/05/20 03:17:38,-1
04/05/20 03:18:38,6
04/05/20 03:19:38,1
04/05/20 03:20:38,-12
04/05/20 03:21:38,6
04/05/20 03:22:38,-1
04/05/20 03:23:38,-1
04/05/20 03:24:38,3
04/05/20 03:25:38,0
04/05/20 03:26:38,1
04/05/20 03:27:38,-10
04/05/20 03:28:38,0
04/05/20 03:29:38,-1
04/05/20 03:30:38,-6
04/05/20 03:31:39,0
04/05/20 03:32:39,3
04/05/20 03:33:39,-1
04/05/20 03:34:39,-1
04/05/20 03:35:39,13
04/05/20 03:36:39,0
04/05/20 03:37:39,0
04/05/20 03:38:39,-25
04/05/20 03:39:39,-16
04/05/20 03:40:39,-6
04/05/20 03:41:39,-1
04/05/20 03:42:39,-13
04/05/20 03:43:39,0
04/05/20 03:44:39,0
04/05/20 03:45:39,10
04/05/20 03:46:39,25
04/05/20 03:47:39,25
04/05/20 03:48:40,12
04/05/20 03:49:40,3
04/05/20 03:50:40,0
04/05/20 03:51:40,17
04/05/20 03:52:40,24
04/05/20 03:53:40,0
04/05/20 03:54:40,-21
04/05/20 03:55:40,2
04/05/20 03:56:40,1
04/05/20 03:57:40,17
04/05/20 03:58:40,3
04/05/20 03:59:40,4
04/05/20 04:00:40,-2
04/05/20 04:01:40,16
04/05/20 04:02:40,25
04/05/20 04:03:40,0
04/05/20 04:04:40,0
04/05/20 04:05:41,7
04/05/20 04:06:41,-4
04/05/20 04:07:41,-10
04/05/20 04:08:41,0
04/05/20 04:09:41,0
04/05/20 04:10:41,0
04/05/20 04:11:41,25
04/05/20 04:12:41,-22
04/05/20 04:13:41,11
04/05/20 04:14:41,5
04/05/20 04:15:41,-2
04/05/20 04:16:41,9
04/05/20 04:17:41,-1
04/05/20 04:18:41,4
04/05/20 04:19:41,0
04/05/20 04:20:41,1
04/05/20 04:21:41,0
04/05/20 04:22:42,-36
04/05/20 04:23:42,-3
04/05/20 04:24:42,-2
04/05/20 04:25:42,-6
04/05/20 04:26:42,-1
04/05/20 04:27:44,2
04/05/20 04:28:44,-5
04/05/20 04:29:44,-1
04/05/20 04:30:44,-3
04/05/20 04:31:44,15
04/05/20 04:32:44,1
04/05/20 04:33:44,6
04/05/20 04:34:44,11
04/05/20 04:35:44,0
04/05/20 04:36:44,2
04/05/20 04:37:44,-2
04/05/20 04:38:44,3
04/05/20 04:39:45,1
04/05/20 04:40:45,-4
04/05/20 04:41:45,0
04/05/20 04:42:45,-2
04/05/20 04:43:45,0
04/05/20 04:44:45,-1
04/05/20 04:45:45,0
04/05/20 04:46:45,0
04/05/20 04:47:45,-6
04/05/20 04:48:45,5
04/05/20 04:49:45,-75
04/05/20 04:50:45,3
