timestamp,Infrared to Red Signal Ratio
05/05/20 00:19:32,29
05/05/20 00:20:32,25
05/05/20 00:21:32,1
05/05/20 00:22:32,1
05/05/20 00:23:32,5
05/05/20 00:24:32,9
05/05/20 00:25:32,-1
05/05/20 00:26:32,15
05/05/20 00:27:32,0
05/05/20 00:28:32,4
05/05/20 00:29:32,-2
05/05/20 00:30:32,0
05/05/20 00:31:32,-7
05/05/20 00:32:32,-2
05/05/20 00:33:32,-1
05/05/20 00:34:32,-10
05/05/20 00:35:33,-24
05/05/20 00:36:33,1
05/05/20 00:37:33,-11
05/05/20 00:38:33,-59
05/05/20 00:39:33,-6
05/05/20 00:40:33,69
05/05/20 00:41:33,-2
05/05/20 00:42:33,0
05/05/20 00:43:33,8
05/05/20 00:44:33,11
05/05/20 00:45:33,3
05/05/20 00:46:33,-14
05/05/20 00:47:33,-7
05/05/20 00:48:33,-1
05/05/20 00:49:33,-16
05/05/20 00:50:33,-1
05/05/20 00:51:33,20
05/05/20 00:52:34,-18
05/05/20 00:53:34,-4
05/05/20 00:54:34,0
05/05/20 00:55:34,-10
05/05/20 00:56:34,0
05/05/20 00:57:34,-1
05/05/20 00:58:34,5
05/05/20 00:59:34,-4
05/05/20 01:00:34,1
05/05/20 01:01:34,-6
05/05/20 01:02:34,-2
05/05/20 01:03:34,-7
05/05/20 01:04:34,0
05/05/20 01:05:34,8
05/05/20 01:06:34,-15
05/05/20 01:07:34,-43
05/05/20 01:08:34,-26
05/05/20 01:09:34,-6
05/05/20 01:10:34,-66
05/05/20 01:11:35,-1
05/05/20 01:12:35,-23
05/05/20 01:13:35,-20
05/05/20 01:14:35,-11
05/05/20 01:15:35,-22
05/05/20 01:16:35,-64
05/05/20 01:17:35,-12
05/05/20 01:18:35,-1
05/05/20 01:19:35,-41
05/05/20 01:20:35,-33
05/05/20 01:21:35,-45
05/05/20 01:22:35,-6
05/05/20 01:23:35,-2
05/05/20 01:24:35,-9
05/05/20 01:25:35,-11
05/05/20 01:26:36,-3
05/05/20 01:27:36,-10
05/05/20 01:28:36,0
05/05/20 01:29:36,-1
05/05/20 01:30:36,-14
05/05/20 01:31:36,-13
05/05/20 01:32:36,-1
05/05/20 01:33:36,0
05/05/20 01:34:36,2
05/05/20 01:35:36,57
05/05/20 01:36:36,12
05/05/20 01:37:36,-7
05/05/20 01:38:36,22
05/05/20 01:39:36,-2
05/05/20 01:40:36,-3
05/05/20 01:41:36,-15
05/05/20 01:42:36,-1
05/05/20 01:43:37,-1
05/05/20 01:44:37,2
05/05/20 01:45:37,0
05/05/20 01:46:37,0
05/05/20 01:47:37,-18
05/05/20 01:48:37,4
05/05/20 01:49:37,5
05/05/20 01:50:37,-14
05/05/20 01:51:37,-1
05/05/20 01:52:37,-5
05/05/20 01:53:37,0
05/05/20 01:54:37,0
05/05/20 01:55:37,-8
05/05/20 01:56:37,2
05/05/20 01:57:37,2
05/05/20 01:58:37,0
05/05/20 01:59:37,-16
05/05/20 02:00:37,-3
05/05/20 02:01:38,0
05/05/20 02:02:38,-2
05/05/20 02:03:39,0
05/05/20 02:04:39,1
05/05/20 02:05:39,3
05/05/20 02:06:39,3
05/05/20 02:07:39,-1
05/05/20 02:08:39,0
05/05/20 02:09:39,-1
05/05/20 02:10:39,6
05/05/20 02:11:39,-5
05/05/20 02:12:39,0
05/05/20 02:13:39,-4
05/05/20 02:14:39,0
05/05/20 02:15:39,-3
05/05/20 02:16:39,2
05/05/20 02:17:39,-5
05/05/20 02:18:40,-1
05/05/20 02:19:40,6
05/05/20 02:20:40,-1
05/05/20 02:21:40,1
05/05/20 02:22:40,-1
05/05/20 02:23:40,-7
05/05/20 02:24:40,-56
05/05/20 02:25:40,-51
05/05/20 02:26:40,-19
05/05/20 02:27:40,-1
05/05/20 02:28:40,8
05/05/20 02:29:40,-1
05/05/20 02:30:40,-18
05/05/20 02:31:40,0
05/05/20 02:32:40,0
05/05/20 02:33:40,0
05/05/20 02:34:41,-2
05/05/20 02:35:40,0
05/05/20 02:36:41,-10
05/05/20 02:37:41,-1
05/05/20 02:38:41,-5
05/05/20 02:39:41,-1
05/05/20 02:40:41,-1
05/05/20 02:41:41,-1
05/05/20 02:42:41,-2
05/05/20 02:43:41,-1
05/05/20 02:44:41,-9
05/05/20 02:45:41,18
05/05/20 02:46:41,5
05/05/20 02:47:41,2
05/05/20 02:48:41,-1
05/05/20 02:49:41,0
05/05/20 02:50:41,-3
05/05/20 02:51:41,0
05/05/20 02:52:41,-6
05/05/20 02:53:42,0
05/05/20 02:54:42,3
05/05/20 02:55:42,-1
05/05/20 02:56:42,10
05/05/20 02:57:42,-8
05/05/20 02:58:42,-14
05/05/20 02:59:42,-2
05/05/20 03:00:42,0
05/05/20 03:01:42,8
05/05/20 03:02:42,15
05/05/20 03:03:42,-20
05/05/20 03:04:42,-5
05/05/20 03:05:42,4
05/05/20 03:06:42,-2
05/05/20 03:07:42,-1
05/05/20 03:08:42,-3
05/05/20 03:09:42,-1
05/05/20 03:10:43,8
05/05/20 03:11:43,0
05/05/20 03:12:43,1
05/05/20 03:13:43,7
05/05/20 03:14:43,-1
05/05/20 03:15:43,19
05/05/20 03:16:43,-4
05/05/20 03:17:43,0
05/05/20 03:18:43,2
05/05/20 03:19:43,6
05/05/20 03:20:43,4
05/05/20 03:21:43,-9
05/05/20 03:22:43,0
05/05/20 03:23:43,-23
05/05/20 03:24:43,0
05/05/20 03:25:43,10
05/05/20 03:26:44,-3
05/05/20 03:27:44,5
05/05/20 03:28:44,-3
05/05/20 03:29:44,0
05/05/20 03:30:44,0
05/05/20 03:31:44,8
05/05/20 03:32:44,-1
05/05/20 03:33:44,0
05/05/20 03:34:44,-3
05/05/20 03:35:44,-2
05/05/20 03:36:44,-1
05/05/20 03:37:44,-10
05/05/20 03:38:44,9
05/05/20 03:39:44,0
05/05/20 03:40:44,-1
05/05/20 03:41:44,0
05/05/20 03:42:44,-1
05/05/20 03:43:45,-10
05/05/20 03:44:44,-6
05/05/20 03:45:45,-10
05/05/20 03:46:45,-33
05/05/20 03:47:45,-3
05/05/20 03:48:45,-2
05/05/20 03:49:45,6
05/05/20 03:50:45,-2
05/05/20 03:51:45,-1
05/05/20 03:52:45,-2
05/05/20 03:53:45,-30
05/05/20 03:54:45,1
05/05/20 03:55:45,0
05/05/20 03:56:45,5
05/05/20 03:57:45,-1
05/05/20 03:58:45,-1
05/05/20 03:59:45,0
05/05/20 04:00:45,-3
05/05/20 04:01:46,0
05/05/20 04:02:46,-2
05/05/20 04:03:46,1
05/05/20 04:04:46,-16
05/05/20 04:05:46,0
05/05/20 04:06:46,-1
05/05/20 04:07:46,-1
05/05/20 04:08:46,1
05/05/20 04:09:46,0
05/05/20 04:10:46,-3
05/05/20 04:11:46,1
05/05/20 04:12:46,-1
05/05/20 04:13:46,-1
05/05/20 04:14:46,8
05/05/20 04:15:46,0
05/05/20 04:16:46,-5
05/05/20 04:17:47,0
05/05/20 04:18:47,0
05/05/20 04:19:47,-1
05/05/20 04:20:47,0
05/05/20 04:21:47,-5
05/05/20 04:22:47,4
05/05/20 04:23:47,41
05/05/20 04:24:47,-11
05/05/20 04:25:47,1
05/05/20 04:26:47,1
05/05/20 04:27:47,5
05/05/20 04:28:47,1
05/05/20 04:29:47,-1
05/05/20 04:30:47,0
05/05/20 04:31:47,11
05/05/20 04:32:47,-9
05/05/20 04:33:47,-3
05/05/20 04:34:48,0
05/05/20 04:35:50,23
05/05/20 04:36:50,-1
05/05/20 04:37:50,0
05/05/20 04:38:50,1
05/05/20 04:39:50,1
05/05/20 04:40:50,0
05/05/20 04:41:50,-1
05/05/20 04:42:50,-11
05/05/20 04:43:50,0
05/05/20 04:44:50,-1
05/05/20 04:45:50,0
05/05/20 04:46:50,0
05/05/20 04:47:50,-3
05/05/20 04:48:50,-1
05/05/20 04:49:50,-1
05/05/20 04:50:51,-1
05/05/20 04:51:51,-5
05/05/20 04:52:51,0
05/05/20 04:53:51,3
05/05/20 04:54:51,-1
05/05/20 04:55:51,-1
05/05/20 04:56:51,0
05/05/20 04:57:51,-6
05/05/20 04:58:51,10
05/05/20 04:59:51,-1
05/05/20 05:00:51,-1
05/05/20 05:01:51,1
05/05/20 05:02:51,0
05/05/20 05:03:51,-2
05/05/20 05:04:51,-1
05/05/20 05:05:51,0
05/05/20 05:06:51,2
05/05/20 05:07:52,-1
05/05/20 05:08:52,-11
05/05/20 05:09:52,-1
05/05/20 05:10:52,7
05/05/20 05:11:52,0
05/05/20 05:12:52,8
05/05/20 05:13:52,8
05/05/20 05:14:52,0
05/05/20 05:15:52,14
05/05/20 05:16:52,0
05/05/20 05:17:52,-1
05/05/20 05:18:52,-6
05/05/20 05:19:52,-10
05/05/20 05:20:52,-1
05/05/20 05:21:52,0
05/05/20 05:22:52,6
05/05/20 05:23:52,4
05/05/20 05:24:52,0
05/05/20 05:25:53,-1
05/05/20 05:26:53,-1
05/05/20 05:27:53,-1
05/05/20 05:28:53,1
05/05/20 05:29:53,-1
05/05/20 05:30:53,29
05/05/20 05:31:53,4
05/05/20 05:32:53,1
05/05/20 05:33:53,7
05/05/20 05:34:53,7
05/05/20 05:35:53,-9
05/05/20 05:36:53,6
05/05/20 05:37:53,-1
05/05/20 05:38:53,8
05/05/20 05:39:53,0
05/05/20 05:40:53,18
05/05/20 05:41:54,31
05/05/20 05:42:54,19
05/05/20 05:43:54,24
05/05/20 05:44:54,5
05/05/20 05:45:54,19
