timestamp,Infrared to Red Signal Ratio
02/05/19 00:03:01,-1
02/05/19 00:04:01,-4
02/05/19 00:05:01,-1
02/05/19 00:06:01,8
02/05/19 00:07:01,-1
02/05/19 00:08:01,0
02/05/19 00:09:02,3
02/05/19 00:10:02,0
02/05/19 00:11:02,8
02/05/19 00:12:02,-1
02/05/19 00:13:02,-1
02/05/19 00:14:02,5
02/05/19 00:15:02,1
02/05/19 00:16:02,0
02/05/19 00:17:02,-5
02/05/19 00:18:02,5
02/05/19 00:19:02,-1
02/05/19 00:20:02,1
02/05/19 00:21:02,0
02/05/19 00:22:02,-1
02/05/19 00:23:02,0
02/05/19 00:24:02,-2
02/05/19 00:25:02,0
02/05/19 00:26:02,3
02/05/19 00:27:03,-1
02/05/19 00:28:03,0
02/05/19 00:29:03,0
02/05/19 00:30:03,-1
02/05/19 00:31:03,-7
02/05/19 00:32:03,-1
02/05/19 00:33:03,5
02/05/19 00:34:03,-7
02/05/19 00:35:03,6
02/05/19 00:36:03,10
02/05/19 00:37:03,0
02/05/19 00:38:03,0
02/05/19 00:39:03,0
02/05/19 00:40:03,3
02/05/19 00:41:03,17
02/05/19 00:42:03,-1
02/05/19 00:43:03,2
02/05/19 00:44:04,10
02/05/19 00:45:04,2
02/05/19 00:46:04,0
02/05/19 00:47:04,4
02/05/19 00:48:04,20
02/05/19 00:49:04,-1
02/05/19 00:50:04,-6
02/05/19 00:51:04,-1
02/05/19 00:52:04,-1
02/05/19 00:53:04,-1
02/05/19 00:54:04,-1
02/05/19 00:55:04,-9
02/05/19 00:56:04,1
02/05/19 00:57:04,-1
02/05/19 00:58:04,0
02/05/19 00:59:04,0
02/05/19 01:00:04,-1
02/05/19 01:01:05,-1
02/05/19 01:02:05,-2
02/05/19 01:03:05,-3
02/05/19 01:04:05,-2
02/05/19 01:05:05,-17
02/05/19 01:06:05,-4
02/05/19 01:07:05,7
02/05/19 01:08:05,12
02/05/19 01:09:05,-8
02/05/19 01:10:05,4
02/05/19 01:11:05,20
02/05/19 01:12:05,-1
02/05/19 01:13:05,6
02/05/19 01:14:05,0
02/05/19 01:15:05,0
02/05/19 01:16:05,-3
02/05/19 01:17:05,-3
02/05/19 01:18:06,-2
02/05/19 01:19:07,0
02/05/19 01:20:07,2
02/05/19 01:21:07,-1
02/05/19 01:22:07,0
02/05/19 01:23:07,8
02/05/19 01:24:07,-1
02/05/19 01:25:07,2
02/05/19 01:26:07,-1
02/05/19 01:27:07,0
02/05/19 01:28:07,7
02/05/19 01:29:07,-2
02/05/19 01:30:07,17
02/05/19 01:31:07,-1
02/05/19 01:32:07,78
02/05/19 01:33:07,-40
02/05/19 01:34:07,23
02/05/19 01:35:08,-7
02/05/19 01:36:08,-2
02/05/19 01:37:08,-7
02/05/19 01:38:08,0
02/05/19 01:39:08,0
02/05/19 01:40:08,10
02/05/19 01:41:08,59
02/05/19 01:42:08,-18
02/05/19 01:43:08,0
02/05/19 01:44:08,-1
02/05/19 01:45:08,-9
02/05/19 01:46:08,3
02/05/19 01:47:08,-1
02/05/19 01:48:08,-3
02/05/19 01:49:08,-1
02/05/19 01:50:08,-15
02/05/19 01:51:08,-4
02/05/19 01:52:09,-1
02/05/19 01:53:09,0
02/05/19 01:54:09,-2
02/05/19 01:55:09,57
02/05/19 01:56:09,13
02/05/19 01:57:09,-4
02/05/19 01:58:09,32
02/05/19 01:59:09,40
